Ensembl Gene ID	Gene Symbol
ENSG00000254542	-
ENSG00000176383	B3GNT4
ENSG00000229834	-
ENSG00000264009	-
ENSG00000123560	PLP1
ENSG00000278313	-
ENSG00000234068	PAGE2
ENSG00000271916	-
ENSG00000260691	ANKRD20A1
ENSG00000255032	-
ENSG00000249042	-
ENSG00000253549	-
ENSG00000125744	RTN2
ENSG00000237906	-
ENSG00000259660	-
ENSG00000157315	TMED6
ENSG00000015532	XYLT2
ENSG00000090382	LYZ
ENSG00000280904	-
ENSG00000265538	-
ENSG00000218643	-
ENSG00000215381	-
ENSG00000238026	-
ENSG00000275233	-
ENSG00000272269	-
ENSG00000165732	DDX21
ENSG00000232594	-
ENSG00000103043	VAC14
ENSG00000199241	-
ENSG00000262920	-
ENSG00000124486	USP9X
ENSG00000136874	STX17
ENSG00000226270	-
ENSG00000257510	-
ENSG00000176812	-
ENSG00000236828	-
ENSG00000225513	-
ENSG00000164105	SAP30
ENSG00000216105	-
ENSG00000206014	-
ENSG00000143319	ISG20L2
ENSG00000264862	-
ENSG00000266398	-
ENSG00000250740	-
ENSG00000166140	ZFYVE19
ENSG00000236495	-
ENSG00000207981	-
ENSG00000201354	-
ENSG00000274238	-
ENSG00000251983	-
ENSG00000230994	-
ENSG00000264595	-
ENSG00000253678	-
ENSG00000226705	-
ENSG00000265918	-
ENSG00000276883	-
ENSG00000207323	-
ENSG00000165730	STOX1
ENSG00000221017	-
ENSG00000175745	NR2F1
ENSG00000186017	ZNF566
ENSG00000213569	-
ENSG00000212581	-
ENSG00000221852	KRTAP1-5
ENSG00000123562	MORF4L2
ENSG00000272419	-
ENSG00000264653	-
ENSG00000255400	-
ENSG00000229508	-
ENSG00000261122	-
ENSG00000274155	-
ENSG00000073756	PTGS2
ENSG00000074755	ZZEF1
ENSG00000226082	-
ENSG00000230747	-
ENSG00000201658	-
ENSG00000164299	SPZ1
ENSG00000256167	-
ENSG00000279248	-
ENSG00000250886	-
ENSG00000137500	CCDC90B
ENSG00000255510	-
ENSG00000159082	SYNJ1
ENSG00000248498	-
ENSG00000245910	-
ENSG00000264134	-
ENSG00000249462	-
ENSG00000267430	-
ENSG00000278507	-
ENSG00000159202	UBE2Z
ENSG00000277349	-
ENSG00000232829	-
ENSG00000233236	-
ENSG00000136861	CDK5RAP2
ENSG00000267598	-
ENSG00000212618	-
ENSG00000236324	-
ENSG00000221053	-
ENSG00000229343	-
ENSG00000118113	MMP8
ENSG00000131849	ZNF132
ENSG00000120937	NPPB
ENSG00000258121	-
ENSG00000216710	-
ENSG00000266305	-
ENSG00000236358	-
ENSG00000256508	-
ENSG00000179460	-
ENSG00000278517	-
ENSG00000254299	-
ENSG00000188352	FOCAD
ENSG00000280081	-
ENSG00000215190	-
ENSG00000225920	-
ENSG00000003147	ICA1
ENSG00000266038	-
ENSG00000260524	-
ENSG00000254688	-
ENSG00000154025	SLC5A10
ENSG00000021762	OSBPL5
ENSG00000265267	-
ENSG00000232379	-
ENSG00000197214	-
ENSG00000150750	C11orf53
ENSG00000241959	-
ENSG00000248714	-
ENSG00000274268	-
ENSG00000233718	MYCNOS
ENSG00000156076	WIF1
ENSG00000235862	-
ENSG00000160867	FGFR4
ENSG00000255176	-
ENSG00000281780	-
ENSG00000262514	-
ENSG00000261268	-
ENSG00000254676	-
ENSG00000134987	WDR36
ENSG00000121060	TRIM25
ENSG00000280269	-
ENSG00000223091	-
ENSG00000237833	-
ENSG00000197233	OR1J2
ENSG00000229269	-
ENSG00000263921	-
ENSG00000233880	-
ENSG00000172197	MBOAT1
ENSG00000130545	CRB3
ENSG00000235280	-
ENSG00000261573	-
ENSG00000255231	-
ENSG00000258673	-
ENSG00000132953	XPO4
ENSG00000223720	-
ENSG00000100012	SEC14L3
ENSG00000253286	-
ENSG00000112697	TMEM30A
ENSG00000224978	-
ENSG00000273249	-
ENSG00000231566	-
ENSG00000230799	-
ENSG00000223730	-
ENSG00000273870	-
ENSG00000223198	-
ENSG00000134463	ECHDC3
ENSG00000226263	-
ENSG00000225328	-
ENSG00000261048	-
ENSG00000255238	-
ENSG00000214485	-
ENSG00000222051	-
ENSG00000015285	WAS
ENSG00000200235	-
ENSG00000116663	FBXO6
ENSG00000228108	-
ENSG00000138658	ZGRF1
ENSG00000251286	-
ENSG00000274642	-
ENSG00000189376	C8orf76
ENSG00000224236	-
ENSG00000255218	-
ENSG00000204580	DDR1
ENSG00000242012	-
ENSG00000273806	-
ENSG00000273520	SPDYE17
ENSG00000262561	-
ENSG00000235920	-
ENSG00000277942	-
ENSG00000212154	-
ENSG00000241067	-
ENSG00000252357	-
ENSG00000242600	-
ENSG00000239481	-
ENSG00000234202	-
ENSG00000260848	-
ENSG00000248724	-
ENSG00000239179	-
ENSG00000219867	-
ENSG00000229716	-
ENSG00000113361	CDH6
ENSG00000277904	-
ENSG00000272654	-
ENSG00000066336	SPI1
ENSG00000232457	-
ENSG00000249338	-
ENSG00000182405	PGBD4
ENSG00000254988	-
ENSG00000266207	-
ENSG00000197782	ZNF780A
ENSG00000218180	-
ENSG00000200389	-
ENSG00000234770	-
ENSG00000179774	ATOH7
ENSG00000230010	-
ENSG00000184741	-
ENSG00000228089	-
ENSG00000212535	-
ENSG00000266184	-
ENSG00000274555	-
ENSG00000233516	-
ENSG00000218472	-
ENSG00000236740	-
ENSG00000243721	-
ENSG00000233003	-
ENSG00000220773	-
ENSG00000186951	PPARA
ENSG00000101425	BPI
ENSG00000269419	-
ENSG00000239923	-
ENSG00000204947	ZNF425
ENSG00000259377	-
ENSG00000262899	-
ENSG00000254314	-
ENSG00000263909	-
ENSG00000170100	ZNF778
ENSG00000121335	PRB2
ENSG00000233531	-
ENSG00000273964	-
ENSG00000251219	-
ENSG00000253747	-
ENSG00000257343	-
ENSG00000249337	-
ENSG00000261496	-
ENSG00000121064	SCPEP1
ENSG00000211798	-
ENSG00000281386	-
ENSG00000163069	SGCB
ENSG00000145321	GC
ENSG00000166819	PLIN1
ENSG00000179097	HTR1F
ENSG00000238269	PAGE2B
ENSG00000275167	-
ENSG00000222416	-
ENSG00000253314	-
ENSG00000143756	FBXO28
ENSG00000167004	PDIA3
ENSG00000267232	-
ENSG00000197498	RPF2
ENSG00000257360	-
ENSG00000204031	-
ENSG00000157500	APPL1
ENSG00000231781	-
ENSG00000268985	-
ENSG00000270133	-
ENSG00000151461	UPF2
ENSG00000258623	-
ENSG00000224791	-
ENSG00000123572	NRK
ENSG00000225258	-
ENSG00000241717	-
ENSG00000205636	-
ENSG00000249474	-
ENSG00000124107	SLPI
ENSG00000251456	-
ENSG00000270123	-
ENSG00000241334	-
ENSG00000279152	-
ENSG00000248126	-
ENSG00000259137	-
ENSG00000259367	-
ENSG00000234765	-
ENSG00000237400	-
ENSG00000142856	ITGB3BP
ENSG00000240477	-
ENSG00000242461	-
ENSG00000253203	-
ENSG00000198113	TOR4A
ENSG00000240199	-
ENSG00000125686	MED1
ENSG00000207171	-
ENSG00000261470	-
ENSG00000256777	-
ENSG00000263609	-
ENSG00000147571	CRH
ENSG00000254890	-
ENSG00000161594	KLHL10
ENSG00000269504	-
ENSG00000258227	CLEC5A
ENSG00000227685	-
ENSG00000261446	-
ENSG00000280114	-
ENSG00000244462	RBM12
ENSG00000150593	PDCD4
ENSG00000231827	-
ENSG00000086619	ERO1B
ENSG00000211593	-
ENSG00000281181	-
ENSG00000261683	-
ENSG00000184898	RBM43
ENSG00000234406	-
ENSG00000256399	-
ENSG00000245857	-
ENSG00000172324	OR5A2
ENSG00000100271	TTLL1
ENSG00000188710	QRFP
ENSG00000273366	-
ENSG00000167459	-
ENSG00000265593	-
ENSG00000231966	-
ENSG00000161996	WDR90
ENSG00000141639	MAPK4
ENSG00000273151	-
ENSG00000254166	-
ENSG00000233258	-
ENSG00000276095	-
ENSG00000267004	-
ENSG00000238593	-
ENSG00000144460	NYAP2
ENSG00000273129	-
ENSG00000249984	-
ENSG00000274292	-
ENSG00000231207	-
ENSG00000224114	-
ENSG00000263558	-
ENSG00000237593	-
ENSG00000115592	PRKAG3
ENSG00000273069	-
ENSG00000232204	-
ENSG00000198301	SDAD1
ENSG00000232752	-
ENSG00000238819	-
ENSG00000259379	-
ENSG00000231897	-
ENSG00000170903	MSANTD4
ENSG00000249115	HAUS5
ENSG00000064932	SBNO2
ENSG00000274568	-
ENSG00000232197	-
ENSG00000104870	FCGRT
ENSG00000274860	-
ENSG00000118579	MED28
ENSG00000200807	-
ENSG00000235268	KDM4E
ENSG00000136367	ZFHX2
ENSG00000256037	-
ENSG00000232187	-
ENSG00000220349	-
ENSG00000275759	-
ENSG00000277769	-
ENSG00000204659	CBY3
ENSG00000269154	-
ENSG00000233452	-
ENSG00000173545	ZNF622
ENSG00000211796	-
ENSG00000162601	MYSM1
ENSG00000232928	-
ENSG00000255750	-
ENSG00000216824	-
ENSG00000238460	-
ENSG00000241743	-
ENSG00000215263	-
ENSG00000138772	ANXA3
ENSG00000280388	-
ENSG00000270099	-
ENSG00000225605	-
ENSG00000241891	-
ENSG00000254595	-
ENSG00000233014	-
ENSG00000273678	-
ENSG00000153976	HS3ST3A1
ENSG00000186567	CEACAM19
ENSG00000226840	-
ENSG00000255117	-
ENSG00000271199	-
ENSG00000170419	VSTM2A
ENSG00000055070	SZRD1
ENSG00000269584	-
ENSG00000087495	PHACTR3
ENSG00000247011	-
ENSG00000235519	-
ENSG00000260490	-
ENSG00000121957	GPSM2
ENSG00000258413	-
ENSG00000264260	-
ENSG00000259364	-
ENSG00000264446	-
ENSG00000151962	RBM46
ENSG00000144136	SLC20A1
ENSG00000169246	NPIPB3
ENSG00000152990	ADGRA3
ENSG00000140521	POLG
ENSG00000218052	-
ENSG00000140443	IGF1R
ENSG00000279207	-
ENSG00000230014	-
ENSG00000164220	F2RL2
ENSG00000200972	-
ENSG00000243064	-
ENSG00000237588	-
ENSG00000239997	-
ENSG00000171484	-
ENSG00000155926	SLA
ENSG00000253559	-
ENSG00000221756	-
ENSG00000259173	-
ENSG00000172809	RPL38
ENSG00000200494	-
ENSG00000265971	-
ENSG00000164256	PRDM9
ENSG00000243012	-
ENSG00000273904	-
ENSG00000278197	-
ENSG00000279352	-
ENSG00000224545	-
ENSG00000242349	-
ENSG00000127947	PTPN12
ENSG00000203650	-
ENSG00000270385	-
ENSG00000277100	-
ENSG00000173431	RNASE8
ENSG00000259089	-
ENSG00000274808	TBC1D3B; TBC1D3C
ENSG00000200823	-
ENSG00000238282	-
ENSG00000070193	FGF10
ENSG00000171467	ZNF318
ENSG00000106615	RHEB
ENSG00000100302	RASD2
ENSG00000185385	OR7A17
ENSG00000253499	-
ENSG00000266630	-
ENSG00000239830	-
ENSG00000117242	-
ENSG00000255875	-
ENSG00000200998	-
ENSG00000228007	-
ENSG00000251138	-
ENSG00000167371	PRRT2
ENSG00000207624	-
ENSG00000280190	-
ENSG00000260073	-
ENSG00000228925	-
ENSG00000238632	-
ENSG00000227252	-
ENSG00000236646	-
ENSG00000256683	ZNF350
ENSG00000279295	-
ENSG00000160949	TONSL
ENSG00000229255	-
ENSG00000267573	-
ENSG00000242705	-
ENSG00000277081	-
ENSG00000179195	ZNF664
ENSG00000227224	-
ENSG00000206637	-
ENSG00000278586	-
ENSG00000110324	IL10RA
ENSG00000134183	GNAT2
ENSG00000105397	TYK2
ENSG00000257336	-
ENSG00000221475	-
ENSG00000230552	-
ENSG00000265965	-
ENSG00000230615	-
ENSG00000161912	-
ENSG00000276637	-
ENSG00000281663	-
ENSG00000236634	-
ENSG00000250385	-
ENSG00000147378	FATE1
ENSG00000258690	-
ENSG00000144199	FAHD2B
ENSG00000256594	-
ENSG00000258100	-
ENSG00000197475	-
ENSG00000075131	TIPIN
ENSG00000225394	-
ENSG00000251719	-
ENSG00000221461	-
ENSG00000184274	-
ENSG00000266933	-
ENSG00000275098	-
ENSG00000161267	BDH1
ENSG00000254878	-
ENSG00000100804	PSMB5
ENSG00000254796	-
ENSG00000225439	-
ENSG00000144749	LRIG1
ENSG00000207616	-
ENSG00000134504	KCTD1
ENSG00000116833	NR5A2
ENSG00000140104	CLBA1
ENSG00000134250	NOTCH2
ENSG00000211947	-
ENSG00000004700	RECQL
ENSG00000229494	-
ENSG00000141560	FN3KRP
ENSG00000246465	-
ENSG00000260239	-
ENSG00000136842	TMOD1
ENSG00000265898	-
ENSG00000253487	-
ENSG00000278352	-
ENSG00000006744	ELAC2
ENSG00000228612	-
ENSG00000279630	-
ENSG00000137726	FXYD6
ENSG00000237506	-
ENSG00000279683	-
ENSG00000266537	-
ENSG00000253300	-
ENSG00000159111	MRPL10
ENSG00000253546	-
ENSG00000235459	-
ENSG00000232487	-
ENSG00000240527	-
ENSG00000279104	-
ENSG00000257883	-
ENSG00000243125	-
ENSG00000025770	NCAPH2
ENSG00000183911	-
ENSG00000163291	PAQR3
ENSG00000113657	DPYSL3
ENSG00000254933	-
ENSG00000222658	-
ENSG00000256627	-
ENSG00000207976	-
ENSG00000237574	-
ENSG00000280959	-
ENSG00000270733	-
ENSG00000237685	-
ENSG00000253376	-
ENSG00000034053	APBA2
ENSG00000163297	ANTXR2
ENSG00000173436	MICOS10
ENSG00000276989	-
ENSG00000212368	-
ENSG00000222225	-
ENSG00000258544	-
ENSG00000215922	-
ENSG00000163536	SERPINI1
ENSG00000270701	-
ENSG00000224854	-
ENSG00000271398	-
ENSG00000262566	-
ENSG00000280746	-
ENSG00000277493	-
ENSG00000198833	UBE2J1
ENSG00000079134	THOC1
ENSG00000163508	EOMES
ENSG00000227834	-
ENSG00000270482	-
ENSG00000258572	-
ENSG00000260992	-
ENSG00000167807	-
ENSG00000251256	-
ENSG00000263979	-
ENSG00000270690	-
ENSG00000260883	-
ENSG00000116299	ELAPOR1
ENSG00000252765	-
ENSG00000263335	-
ENSG00000223800	-
ENSG00000263595	-
ENSG00000222231	-
ENSG00000277775	H3C7
ENSG00000139890	REM2
ENSG00000142233	NTN5
ENSG00000152082	MZT2B
ENSG00000229924	FAM90A26
ENSG00000253770	-
ENSG00000227379	-
ENSG00000147885	IFNA16
ENSG00000253613	-
ENSG00000201277	-
ENSG00000225240	-
ENSG00000237000	-
ENSG00000207765	-
ENSG00000201649	-
ENSG00000231459	-
ENSG00000260007	-
ENSG00000143384	MCL1
ENSG00000223876	-
ENSG00000277541	-
ENSG00000184709	LRRC26
ENSG00000132429	POPDC3
ENSG00000263476	-
ENSG00000237691	-
ENSG00000240395	-
ENSG00000187003	ACTL7A
ENSG00000261195	-
ENSG00000258887	-
ENSG00000269737	-
ENSG00000092140	G2E3
ENSG00000177169	ULK1
ENSG00000276827	-
ENSG00000226783	-
ENSG00000221175	-
ENSG00000162694	EXTL2
ENSG00000185630	PBX1
ENSG00000252539	-
ENSG00000229015	-
ENSG00000233732	-
ENSG00000249668	-
ENSG00000166535	A2ML1
ENSG00000207087	-
ENSG00000082293	COL19A1
ENSG00000234318	-
ENSG00000235961	PNMA6A
ENSG00000278107	-
ENSG00000207196	-
ENSG00000265813	-
ENSG00000146221	TCTE1
ENSG00000222915	-
ENSG00000182747	SLC35D3
ENSG00000260081	-
ENSG00000183495	EP400
ENSG00000163534	FCRL1
ENSG00000254333	-
ENSG00000254024	-
ENSG00000252456	-
ENSG00000237292	-
ENSG00000253489	-
ENSG00000143382	ADAMTSL4
ENSG00000221916	C19orf73
ENSG00000154556	SORBS2
ENSG00000213003	-
ENSG00000155275	TRMT44
ENSG00000256229	ZNF486
ENSG00000144161	ZC3H8
ENSG00000253530	-
ENSG00000119522	DENND1A
ENSG00000154451	GBP5
ENSG00000267191	-
ENSG00000246575	-
ENSG00000252662	-
ENSG00000272498	-
ENSG00000264803	-
ENSG00000118849	RARRES1
ENSG00000226663	-
ENSG00000250753	-
ENSG00000243307	-
ENSG00000112619	PRPH2
ENSG00000260086	-
ENSG00000184351	KRTAP19-1
ENSG00000251249	-
ENSG00000229382	-
ENSG00000265090	-
ENSG00000229001	-
ENSG00000261396	-
ENSG00000197586	ENTPD6
ENSG00000264304	-
ENSG00000183643	C15orf32
ENSG00000234877	-
ENSG00000243649	CFB
ENSG00000223765	-
ENSG00000246145	-
ENSG00000243317	STMP1
ENSG00000212545	-
ENSG00000153107	ANAPC1
ENSG00000275582	-
ENSG00000252068	-
ENSG00000224773	-
ENSG00000238224	-
ENSG00000129596	CDO1
ENSG00000258750	-
ENSG00000279118	-
ENSG00000102290	PCDH11X
ENSG00000277987	-
ENSG00000141505	ASGR1
ENSG00000182565	-
ENSG00000264336	-
ENSG00000252888	-
ENSG00000064419	TNPO3
ENSG00000214216	IQCJ
ENSG00000165282	PIGO
ENSG00000277569	-
ENSG00000233388	-
ENSG00000228229	-
ENSG00000170906	NDUFA3
ENSG00000270344	-
ENSG00000236711	-
ENSG00000259417	CTXND1
ENSG00000281700	-
ENSG00000206702	-
ENSG00000259312	-
ENSG00000248456	-
ENSG00000223145	-
ENSG00000276672	-
ENSG00000252466	-
ENSG00000265590	CFAP298-TCP10L
ENSG00000222686	-
ENSG00000182487	-
ENSG00000229877	-
ENSG00000265317	-
ENSG00000276229	-
ENSG00000222418	-
ENSG00000148200	NR6A1
ENSG00000237417	-
ENSG00000273288	-
ENSG00000224117	-
ENSG00000207277	-
ENSG00000199785	-
ENSG00000206734	-
ENSG00000255929	-
ENSG00000222664	-
ENSG00000276235	-
ENSG00000261229	-
ENSG00000155254	MARVELD1
ENSG00000196656	-
ENSG00000207022	-
ENSG00000157184	CPT2
ENSG00000212181	-
ENSG00000222158	-
ENSG00000279556	-
ENSG00000197815	-
ENSG00000231139	-
ENSG00000207438	-
ENSG00000227430	-
ENSG00000275263	-
ENSG00000206713	-
ENSG00000252537	-
ENSG00000155252	PI4K2A
ENSG00000230968	-
ENSG00000274603	-
ENSG00000100802	C14orf93
ENSG00000261084	-
ENSG00000134986	NREP
ENSG00000198517	MAFK
ENSG00000255193	-
ENSG00000115556	PLCD4
ENSG00000221079	-
ENSG00000125834	STK35
ENSG00000054523	KIF1B
ENSG00000233739	-
ENSG00000223092	-
ENSG00000257756	-
ENSG00000275329	-
ENSG00000165323	FAT3
ENSG00000207799	-
ENSG00000213445	SIPA1
ENSG00000257647	-
ENSG00000248950	-
ENSG00000238943	-
ENSG00000252458	-
ENSG00000255144	-
ENSG00000237451	-
ENSG00000106853	PTGR1
ENSG00000138326	RPS24
ENSG00000240083	-
ENSG00000116688	MFN2
ENSG00000225602	-
ENSG00000076067	RBMS2
ENSG00000185565	LSAMP
ENSG00000106633	GCK
ENSG00000240704	-
ENSG00000266994	-
ENSG00000163682	RPL9
ENSG00000174946	GPR171
ENSG00000198972	-
ENSG00000279753	-
ENSG00000204231	RXRB
ENSG00000011198	ABHD5
ENSG00000223651	-
ENSG00000143162	CREG1
ENSG00000232529	-
ENSG00000233916	-
ENSG00000280760	-
ENSG00000232762	-
ENSG00000111846	GCNT2
ENSG00000266976	-
ENSG00000105258	POLR2I
ENSG00000278158	-
ENSG00000184209	SNRNP35
ENSG00000275044	-
ENSG00000274358	-
ENSG00000274892	-
ENSG00000136490	LIMD2
ENSG00000136485	DCAF7
ENSG00000279311	-
ENSG00000258323	-
ENSG00000237781	-
ENSG00000280195	-
ENSG00000244561	-
ENSG00000155366	RHOC
ENSG00000199047	-
ENSG00000212017	-
ENSG00000202566	-
ENSG00000064309	CDON
ENSG00000279883	-
ENSG00000183145	RIPPLY3
ENSG00000101290	CDS2
ENSG00000229558	-
ENSG00000266837	-
ENSG00000226489	-
ENSG00000137507	LRRC32
ENSG00000264768	-
ENSG00000215477	-
ENSG00000279758	-
ENSG00000219409	-
ENSG00000263232	-
ENSG00000172795	DCP2
ENSG00000235225	-
ENSG00000221740	-
ENSG00000275510	-
ENSG00000279893	-
ENSG00000266325	-
ENSG00000198183	BPIFA1
ENSG00000255680	-
ENSG00000223485	-
ENSG00000248928	-
ENSG00000130656	HBZ
ENSG00000225839	-
ENSG00000274234	-
ENSG00000223504	-
ENSG00000278556	-
ENSG00000138172	CALHM2
ENSG00000010256	UQCRC1
ENSG00000202427	-
ENSG00000266385	-
ENSG00000213538	-
ENSG00000207826	-
ENSG00000196341	OR8D1
ENSG00000237799	-
ENSG00000225128	-
ENSG00000004838	ZMYND10
ENSG00000138778	CENPE
ENSG00000055332	EIF2AK2
ENSG00000240419	-
ENSG00000263201	DPEP2NB
ENSG00000188306	LRRIQ4
ENSG00000224846	-
ENSG00000012211	PRICKLE3
ENSG00000208012	-
ENSG00000173818	ENDOV
ENSG00000185662	SMIM23
ENSG00000177324	BEND2
ENSG00000149262	INTS4
ENSG00000251746	-
ENSG00000251391	-
ENSG00000262519	-
ENSG00000206630	-
ENSG00000143409	MINDY1
ENSG00000158125	XDH
ENSG00000278941	-
ENSG00000263678	-
ENSG00000220494	-
ENSG00000261098	-
ENSG00000185614	INKA1
ENSG00000261435	-
ENSG00000180776	ZDHHC20
ENSG00000224163	-
ENSG00000268839	-
ENSG00000242979	-
ENSG00000230138	-
ENSG00000250909	-
ENSG00000251770	-
ENSG00000266411	-
ENSG00000137494	ANKRD42
ENSG00000182109	-
ENSG00000167703	SLC43A2
ENSG00000270720	-
ENSG00000230589	-
ENSG00000270171	-
ENSG00000264071	-
ENSG00000274111	-
ENSG00000232939	LOC107987013
ENSG00000242727	-
ENSG00000026036	-
ENSG00000281732	-
ENSG00000186952	TMEM232
ENSG00000259161	-
ENSG00000281629	-
ENSG00000136819	C9orf78
ENSG00000126549	STATH
ENSG00000272667	-
ENSG00000183682	BMP8A
ENSG00000211721	-
ENSG00000066117	SMARCD1
ENSG00000223558	-
ENSG00000103222	ABCC1
ENSG00000264845	-
ENSG00000227620	-
ENSG00000271148	-
ENSG00000236217	-
ENSG00000214278	-
ENSG00000213854	-
ENSG00000115415	STAT1
ENSG00000201715	-
ENSG00000145192	AHSG
ENSG00000260932	-
ENSG00000137496	IL18BP
ENSG00000234948	-
ENSG00000226022	-
ENSG00000105227	PRX
ENSG00000266086	-
ENSG00000125813	PAX1
ENSG00000274835	-
ENSG00000258427	-
ENSG00000277420	-
ENSG00000123815	COQ8B
ENSG00000236599	-
ENSG00000201701	-
ENSG00000221356	-
ENSG00000213867	-
ENSG00000274956	-
ENSG00000158545	ZC3H18
ENSG00000258799	-
ENSG00000103199	ZNF500
ENSG00000281905	-
ENSG00000281621	-
ENSG00000270427	-
ENSG00000255566	-
ENSG00000236343	-
ENSG00000238236	-
ENSG00000281370	-
ENSG00000253968	-
ENSG00000201549	-
ENSG00000103197	TSC2
ENSG00000232990	-
ENSG00000254992	-
ENSG00000162598	C1orf87
ENSG00000115138	POMC
ENSG00000216687	-
ENSG00000067365	METTL22
ENSG00000143093	STRIP1
ENSG00000235059	-
ENSG00000259684	-
ENSG00000281602	-
ENSG00000279770	-
ENSG00000232382	OR5K1
ENSG00000278560	-
ENSG00000254084	-
ENSG00000167962	ZNF598
ENSG00000263041	-
ENSG00000204390	HSPA1L
ENSG00000167705	RILP
ENSG00000259507	-
ENSG00000207292	-
ENSG00000270421	-
ENSG00000279856	-
ENSG00000166862	CACNG2
ENSG00000207383	-
ENSG00000227394	-
ENSG00000227304	-
ENSG00000280306	-
ENSG00000238367	-
ENSG00000168970	JMJD7-PLA2G4B
ENSG00000254835	-
ENSG00000170683	OR10A3
ENSG00000253777	-
ENSG00000074657	ZNF532
ENSG00000137868	STRA6
ENSG00000229923	-
ENSG00000239437	-
ENSG00000140937	CDH11
ENSG00000226903	-
ENSG00000269806	-
ENSG00000253882	-
ENSG00000254728	-
ENSG00000275268	-
ENSG00000274213	-
ENSG00000224510	-
ENSG00000277668	-
ENSG00000074370	ATP2A3
ENSG00000226186	-
ENSG00000257570	-
ENSG00000279755	-
ENSG00000160224	AIRE
ENSG00000280374	-
ENSG00000263475	-
ENSG00000145194	ECE2
ENSG00000264047	-
ENSG00000279151	-
ENSG00000233303	-
ENSG00000135973	GPR45
ENSG00000264150	-
ENSG00000111727	HCFC2
ENSG00000279610	-
ENSG00000224826	-
ENSG00000237883	-
ENSG00000261608	-
ENSG00000196757	ZNF700
ENSG00000266441	-
ENSG00000280198	-
ENSG00000258783	-
ENSG00000250062	-
ENSG00000231411	-
ENSG00000266163	-
ENSG00000239183	-
ENSG00000215162	-
ENSG00000140931	CMTM3
ENSG00000229867	-
ENSG00000277393	-
ENSG00000270776	-
ENSG00000235944	-
ENSG00000151498	ACAD8
ENSG00000278577	-
ENSG00000279827	-
ENSG00000254330	-
ENSG00000234072	-
ENSG00000109705	NKX3-2
ENSG00000175538	KCNE3
ENSG00000188909	BSX
ENSG00000167555	ZNF528
ENSG00000237902	-
ENSG00000225944	-
ENSG00000277022	-
ENSG00000103226	NOMO3
ENSG00000117650	NEK2
ENSG00000164932	CTHRC1
ENSG00000169564	PCBP1
ENSG00000250637	-
ENSG00000256783	-
ENSG00000266899	-
ENSG00000070269	TMEM260
ENSG00000260062	-
ENSG00000165632	TAF3
ENSG00000216136	-
ENSG00000226342	-
ENSG00000235071	-
ENSG00000238087	-
ENSG00000251493	FOXD1
ENSG00000251997	-
ENSG00000275929	-
ENSG00000200372	-
ENSG00000131480	AOC2
ENSG00000213159	-
ENSG00000109323	MANBA
ENSG00000230356	-
ENSG00000239160	-
ENSG00000223841	-
ENSG00000260058	-
ENSG00000235065	-
ENSG00000108602	ALDH3A1
ENSG00000281480	-
ENSG00000171159	C9orf16
ENSG00000227879	-
ENSG00000227217	-
ENSG00000268849	-
ENSG00000260379	-
ENSG00000149575	SCN2B
ENSG00000261513	-
ENSG00000174680	-
ENSG00000251987	-
ENSG00000258929	-
ENSG00000213145	CRIP1
ENSG00000278239	-
ENSG00000202449	-
ENSG00000261783	-
ENSG00000280615	-
ENSG00000228643	-
ENSG00000252797	-
ENSG00000257558	-
ENSG00000132128	LRRC41
ENSG00000196954	CASP4
ENSG00000258196	-
ENSG00000226919	-
ENSG00000205078	SYCE1L
ENSG00000267394	-
ENSG00000268051	-
ENSG00000276083	-
ENSG00000204780	-
ENSG00000240137	-
ENSG00000186184	POLR1D
ENSG00000255048	-
ENSG00000231610	-
ENSG00000132749	TESMIN
ENSG00000275209	-
ENSG00000252850	-
ENSG00000226338	-
ENSG00000128482	RNF112
ENSG00000263126	-
ENSG00000132341	RAN
ENSG00000162976	SLC66A3
ENSG00000229044	-
ENSG00000239439	-
ENSG00000281544	-
ENSG00000271277	-
ENSG00000231122	FAM25E
ENSG00000257070	-
ENSG00000227183	-
ENSG00000265582	-
ENSG00000221559	-
ENSG00000225208	-
ENSG00000221988	PPT2
ENSG00000235435	-
ENSG00000268434	-
ENSG00000254940	-
ENSG00000092621	PHGDH
ENSG00000259338	-
ENSG00000271480	-
ENSG00000276728	-
ENSG00000008300	CELSR3
ENSG00000273745	-
ENSG00000268750	-
ENSG00000214803	-
ENSG00000232437	-
ENSG00000158246	TENT5B
ENSG00000266277	-
ENSG00000279555	-
ENSG00000248371	-
ENSG00000253716	-
ENSG00000271751	-
ENSG00000254443	-
ENSG00000254404	-
ENSG00000253741	-
ENSG00000251436	-
ENSG00000243799	-
ENSG00000230630	-
ENSG00000151572	ANO4
ENSG00000218476	-
ENSG00000096093	EFHC1
ENSG00000211137	-
ENSG00000258300	-
ENSG00000270835	-
ENSG00000280251	-
ENSG00000239716	-
ENSG00000146215	CRIP3
ENSG00000150787	PTS
ENSG00000269085	-
ENSG00000254762	-
ENSG00000271609	-
ENSG00000213470	-
ENSG00000033050	ABCF2
ENSG00000232436	-
ENSG00000257817	-
ENSG00000254787	-
ENSG00000238713	-
ENSG00000276911	-
ENSG00000272662	-
ENSG00000277481	PKD1L3
ENSG00000248313	-
ENSG00000273874	-
ENSG00000258016	-
ENSG00000196950	SLC39A10
ENSG00000186146	DEFB131A
ENSG00000251093	-
ENSG00000275379	H3C11
